ID,사고일시,요일,기상상태,시군구,도로형태,노면상태,사고유형,사고유형 - 세부분류,법규위반,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,사망자수,중상자수,경상자수,부상자수,ECLO
ACCIDENT_23740,2020-09-22 14,화요일,맑음,대구광역시 달성군 하빈면,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,화물,남,45세,기타불명,승용,남,30세,경상,0,0,2,0,6
ACCIDENT_23741,2020-09-22 14,화요일,맑음,대구광역시 달성군 화원읍,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,33세,상해없음,승용,남,38세,경상,0,0,1,0,3
ACCIDENT_23742,2020-09-22 14,화요일,맑음,대구광역시 달서구 신당동,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,승용,여,56세,상해없음,승용,여,49세,경상,0,0,1,0,3
ACCIDENT_23743,2020-09-22 15,화요일,맑음,대구광역시 남구 봉덕동,교차로 - 교차로부근,건조,차대차,측면충돌,안전운전불이행,화물,남,69세,상해없음,승용,남,32세,경상,0,0,1,0,3
ACCIDENT_23744,2020-09-22 15,화요일,맑음,대구광역시 달서구 상인동,교차로 - 교차로횡단보도내,건조,차대차,측면충돌,안전운전불이행,승용,여,38세,부상신고,승용,남,40세,경상,0,0,1,1,4
ACCIDENT_23745,2020-09-22 15,화요일,맑음,대구광역시 북구 사수동,교차로 - 교차로부근,건조,차대차,측면충돌,안전운전불이행,승용,남,76세,사망,승용,남,47세,경상,1,0,2,0,16
ACCIDENT_23746,2020-09-22 16,화요일,맑음,대구광역시 수성구 범어동,기타 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,48세,상해없음,승용,여,40세,경상,0,0,2,0,6
ACCIDENT_23747,2020-09-22 16,화요일,맑음,대구광역시 달성군 현풍읍,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,60세,기타불명,자전거,여,72세,중상,0,1,0,0,5
ACCIDENT_23748,2020-09-22 16,화요일,맑음,대구광역시 달성군 화원읍,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,화물,남,42세,상해없음,승용,남,66세,상해없음,1,0,0,0,10
ACCIDENT_23749,2020-09-22 17,화요일,맑음,대구광역시 동구 신암동,교차로 - 교차로안,건조,차대차,기타,교차로운행방법위반,승용,남,35세,부상신고,승용,여,50세,경상,0,0,1,1,4
ACCIDENT_23750,2020-09-22 17,화요일,맑음,대구광역시 수성구 범어동,교차로 - 교차로횡단보도내,건조,차대사람,횡단중,보행자보호의무위반,승용,여,48세,상해없음,보행자,남,45세,경상,0,0,1,0,3
ACCIDENT_23751,2020-09-22 17,화요일,맑음,대구광역시 달서구 송현동,교차로 - 교차로횡단보도내,건조,차대사람,기타,안전운전불이행,이륜,남,42세,중상,보행자,남,66세,상해없음,0,1,0,0,5
ACCIDENT_23752,2020-09-22 17,화요일,맑음,대구광역시 달성군 다사읍,교차로 - 교차로안,건조,차대차,기타,교차로운행방법위반,승용,여,36세,상해없음,승용,남,30세,경상,0,0,1,0,3
ACCIDENT_23753,2020-09-22 17,화요일,맑음,대구광역시 서구 비산동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승합,남,59세,상해없음,특수,남,44세,경상,0,0,1,0,3
ACCIDENT_23754,2020-09-22 17,화요일,맑음,대구광역시 북구 국우동,교차로 - 교차로안,건조,차대차,측면충돌,직진우회전진행방해,승용,남,30세,경상,화물,남,24세,경상,0,0,4,0,12
ACCIDENT_23755,2020-09-22 18,화요일,맑음,대구광역시 수성구 중동,교차로 - 교차로부근,건조,차대차,측면충돌,신호위반,이륜,남,46세,중상,승용,여,52세,상해없음,0,1,0,0,5
ACCIDENT_23756,2020-09-22 19,화요일,맑음,대구광역시 동구 지묘동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,승용,여,61세,상해없음,승용,남,30세,경상,0,0,2,0,6
ACCIDENT_23757,2020-09-22 19,화요일,맑음,대구광역시 동구 신암동,교차로 - 교차로안,건조,차대사람,횡단중,보행자보호의무위반,승용,여,29세,상해없음,보행자,남,35세,경상,0,0,1,0,3
ACCIDENT_23758,2020-09-22 19,화요일,맑음,대구광역시 달서구 죽전동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,56세,부상신고,승용,여,69세,상해없음,0,0,0,1,1
ACCIDENT_23759,2020-09-22 20,화요일,맑음,대구광역시 북구 복현동,단일로 - 기타,건조,차대차,기타,안전거리미확보,승합,남,61세,상해없음,승용,남,31세,경상,0,0,1,0,3
ACCIDENT_23760,2020-09-22 21,화요일,맑음,대구광역시 북구 산격동,교차로 - 교차로부근,건조,차대차,측면충돌,안전운전불이행,개인형이동수단(PM),남,18세,경상,승용,남,59세,상해없음,0,0,1,0,3
ACCIDENT_23761,2020-09-22 21,화요일,맑음,대구광역시 달서구 성당동,교차로 - 교차로안,건조,차대차,기타,직진우회전진행방해,승용,남,40세,상해없음,이륜,남,55세,중상,0,1,0,0,5
ACCIDENT_23762,2020-09-22 22,화요일,맑음,대구광역시 수성구 두산동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,화물,남,48세,상해없음,이륜,남,28세,경상,0,0,1,0,3
ACCIDENT_23763,2020-09-23 00,수요일,맑음,대구광역시 동구 신천동,기타 - 기타,건조,차대차,기타,안전운전불이행,기타불명,기타불명,미분류,기타불명,자전거,남,55세,경상,0,0,1,0,3
ACCIDENT_23764,2020-09-23 03,수요일,맑음,대구광역시 달성군 다사읍,교차로 - 교차로안,건조,차대차,기타,안전운전불이행,화물,남,64세,상해없음,승용,남,60세,경상,0,0,1,0,3
ACCIDENT_23765,2020-09-23 07,수요일,맑음,대구광역시 달성군 옥포읍,교차로 - 교차로안,건조,차대차,기타,신호위반,승용,여,61세,상해없음,승용,남,41세,경상,0,0,1,0,3
ACCIDENT_23766,2020-09-23 07,수요일,맑음,대구광역시 달서구 장동,교차로 - 교차로안,건조,차대차,기타,교차로운행방법위반,승용,여,48세,상해없음,자전거,남,81세,중상,0,1,0,0,5
ACCIDENT_23767,2020-09-23 08,수요일,맑음,대구광역시 달서구 상인동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,승합,남,61세,상해없음,승용,남,31세,경상,0,0,1,0,3
ACCIDENT_23768,2020-09-23 08,수요일,맑음,대구광역시 중구 삼덕동3가,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,남,49세,부상신고,승용,남,58세,중상,0,1,1,1,9
ACCIDENT_23769,2020-09-23 08,수요일,맑음,대구광역시 달서구 이곡동,단일로 - 기타,건조,차대사람,횡단중,보행자보호의무위반,승용,여,41세,상해없음,보행자,여,62세,중상,0,1,0,0,5
ACCIDENT_23770,2020-09-23 09,수요일,맑음,대구광역시 달성군 현풍읍,기타 - 기타,건조,차대차,기타,안전운전불이행,화물,남,49세,상해없음,이륜,남,79세,중상,0,1,0,0,5
ACCIDENT_23771,2020-09-23 10,수요일,맑음,대구광역시 수성구 범물동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,70세,상해없음,승용,여,22세,경상,0,0,1,0,3
ACCIDENT_23772,2020-09-23 10,수요일,맑음,대구광역시 북구 침산동,단일로 - 기타,건조,차대차,추돌,안전거리미확보,특수,남,37세,상해없음,승용,남,41세,경상,0,0,2,0,6
ACCIDENT_23773,2020-09-23 10,수요일,맑음,대구광역시 북구 칠성동2가,교차로 - 교차로부근,건조,차대차,기타,안전운전불이행,승용,남,55세,상해없음,승용,여,37세,경상,0,0,1,0,3
ACCIDENT_23774,2020-09-23 10,수요일,맑음,대구광역시 달서구 신당동,단일로 - 기타,건조,차대차,추돌,안전거리미확보,승용,남,63세,상해없음,승합,남,40세,경상,0,0,1,0,3
ACCIDENT_23775,2020-09-23 10,수요일,맑음,대구광역시 달서구 용산동,단일로 - 기타,건조,차량단독,공작물충돌,안전운전불이행,승용,여,59세,경상,,,,,0,0,1,0,3
ACCIDENT_23776,2020-09-23 11,수요일,맑음,대구광역시 북구 침산동,교차로 - 교차로부근,건조,차대사람,횡단중,보행자보호의무위반,화물,남,37세,상해없음,보행자,남,69세,경상,0,0,1,0,3
ACCIDENT_23777,2020-09-23 13,수요일,맑음,대구광역시 달서구 송현동,교차로 - 교차로부근,건조,차대사람,차도통행중,안전운전불이행,화물,남,48세,상해없음,보행자,여,79세,부상신고,0,0,0,1,1
ACCIDENT_23778,2020-09-23 13,수요일,맑음,대구광역시 북구 칠성동2가,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,이륜,남,37세,부상신고,승용,남,63세,상해없음,0,0,0,1,1
ACCIDENT_23779,2020-09-23 13,수요일,맑음,대구광역시 북구 산격동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,자전거,여,66세,경상,승용,남,68세,상해없음,0,0,1,0,3
ACCIDENT_23780,2020-09-23 13,수요일,맑음,대구광역시 서구 비산동,교차로 - 교차로안,건조,차대차,기타,직진우회전진행방해,승용,여,45세,상해없음,이륜,남,60세,경상,0,0,1,0,3
ACCIDENT_23781,2020-09-23 13,수요일,맑음,대구광역시 서구 중리동,교차로 - 교차로부근,건조,차대차,기타,안전운전불이행,승용,남,53세,상해없음,이륜,남,39세,경상,0,0,1,0,3
ACCIDENT_23782,2020-09-23 14,수요일,맑음,대구광역시 달성군 화원읍,교차로 - 교차로안,건조,차대차,기타,안전운전불이행,승용,여,57세,상해없음,승용,남,36세,경상,0,0,1,0,3
ACCIDENT_23783,2020-09-23 14,수요일,맑음,대구광역시 달서구 용산동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,여,42세,기타불명,승용,남,37세,경상,0,0,1,0,3
ACCIDENT_23784,2020-09-23 15,수요일,맑음,대구광역시 수성구 범물동,단일로 - 기타,건조,차대사람,기타,안전운전불이행,승용,여,29세,상해없음,보행자,여,28세,경상,0,0,1,0,3
ACCIDENT_23785,2020-09-23 15,수요일,맑음,대구광역시 수성구 만촌동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,이륜,남,34세,경상,원동기,남,27세,경상,0,0,2,0,6
ACCIDENT_23786,2020-09-23 16,수요일,맑음,대구광역시 북구 노원동3가,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,화물,남,44세,상해없음,자전거,남,59세,경상,0,0,1,0,3
ACCIDENT_23787,2020-09-23 16,수요일,맑음,대구광역시 서구 비산동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,여,60세,상해없음,승용,여,40세,부상신고,0,0,0,2,2
ACCIDENT_23788,2020-09-23 16,수요일,맑음,대구광역시 북구 동천동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,여,20세,상해없음,승용,여,36세,경상,0,0,2,0,6
ACCIDENT_23789,2020-09-23 17,수요일,맑음,대구광역시 남구 이천동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,여,54세,경상,승용,여,24세,경상,0,0,2,0,6
ACCIDENT_23790,2020-09-23 17,수요일,맑음,대구광역시 동구 신암동,단일로 - 기타,건조,차대사람,기타,안전운전불이행,승용,남,50세,상해없음,보행자,남,62세,경상,0,0,1,0,3
ACCIDENT_23791,2020-09-23 17,수요일,맑음,대구광역시 중구 대안동,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,승용,남,60세,상해없음,승용,남,39세,경상,0,0,2,0,6
ACCIDENT_23792,2020-09-23 18,수요일,맑음,대구광역시 동구 입석동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승합,남,40세,상해없음,승용,남,54세,기타불명,0,0,1,0,3
ACCIDENT_23793,2020-09-23 18,수요일,맑음,대구광역시 달성군 유가읍,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,승용,남,60세,경상,이륜,남,33세,중상,0,1,1,0,8
ACCIDENT_23794,2020-09-23 18,수요일,맑음,대구광역시 북구 산격동,교차로 - 교차로안,건조,차대사람,보도통행중,안전운전불이행,승용,남,49세,상해없음,보행자,남,38세,부상신고,0,0,0,1,1
ACCIDENT_23795,2020-09-23 18,수요일,맑음,대구광역시 서구 비산동,교차로 - 교차로안,건조,차대차,기타,교차로운행방법위반,승용,여,46세,상해없음,이륜,남,28세,중상,0,1,0,0,5
ACCIDENT_23796,2020-09-23 18,수요일,맑음,대구광역시 북구 서변동,단일로 - 기타,건조,차대차,추돌,안전거리미확보,승용,남,58세,상해없음,승합,남,50세,경상,0,0,2,0,6
ACCIDENT_23797,2020-09-23 18,수요일,맑음,대구광역시 북구 매천동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,남,50세,상해없음,이륜,남,23세,경상,0,0,2,0,6
ACCIDENT_23798,2020-09-23 19,수요일,맑음,대구광역시 동구 방촌동,교차로 - 교차로안,건조,차대차,정면충돌,안전운전불이행,승용,여,56세,상해없음,승용,남,30세,경상,0,0,1,0,3
ACCIDENT_23799,2020-09-23 19,수요일,맑음,대구광역시 북구 침산동,교차로 - 교차로안,건조,차대사람,횡단중,보행자보호의무위반,승합,남,68세,상해없음,보행자,여,69세,경상,0,0,1,0,3
ACCIDENT_23800,2020-09-23 21,수요일,맑음,대구광역시 수성구 지산동,교차로 - 교차로안,건조,차대차,기타,안전운전불이행,승용,남,46세,상해없음,자전거,남,66세,경상,0,0,1,0,3
ACCIDENT_23801,2020-09-23 21,수요일,맑음,대구광역시 수성구 황금동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,남,46세,상해없음,이륜,남,37세,부상신고,0,0,0,1,1
ACCIDENT_23802,2020-09-23 21,수요일,맑음,대구광역시 달서구 월성동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,여,48세,상해없음,승용,남,37세,경상,0,0,1,0,3
ACCIDENT_23803,2020-09-23 22,수요일,맑음,대구광역시 달서구 호산동,교차로 - 교차로부근,건조,차대차,측면충돌,안전운전불이행,승용,남,42세,상해없음,승용,남,53세,경상,0,0,2,0,6
ACCIDENT_23804,2020-09-23 23,수요일,맑음,대구광역시 수성구 만촌동,교차로 - 교차로안,건조,차대차,기타,신호위반,승용,남,30세,상해없음,승용,남,50세,경상,0,0,2,0,6
ACCIDENT_23805,2020-09-24 00,목요일,맑음,대구광역시 동구 신서동,교차로 - 교차로안,건조,차대사람,횡단중,보행자보호의무위반,승용,여,70세,상해없음,보행자,남,61세,중상,0,1,0,0,5
ACCIDENT_23806,2020-09-24 01,목요일,맑음,대구광역시 동구 율하동,단일로 - 기타,건조,차대차,정면충돌,안전운전불이행,기타불명,기타불명,미분류,기타불명,자전거,남,39세,경상,0,0,1,0,3
ACCIDENT_23807,2020-09-24 04,목요일,맑음,대구광역시 중구 봉산동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,여,44세,상해없음,승용,여,53세,경상,0,0,1,0,3
ACCIDENT_23808,2020-09-24 06,목요일,맑음,대구광역시 달서구 월성동,단일로 - 기타,건조,차량단독,공작물충돌,안전운전불이행,화물,남,70세,부상신고,,,,,0,0,0,1,1
ACCIDENT_23809,2020-09-24 06,목요일,맑음,대구광역시 북구 서변동,단일로 - 고가도로위,건조,차대차,추돌,안전운전불이행,승용,남,33세,상해없음,승용,남,53세,경상,0,0,1,0,3
ACCIDENT_23810,2020-09-24 08,목요일,흐림,대구광역시 남구 봉덕동,단일로 - 기타,건조,차대사람,횡단중,안전운전불이행,승용,남,24세,상해없음,보행자,남,73세,경상,0,0,1,0,3
ACCIDENT_23811,2020-09-24 08,목요일,맑음,대구광역시 동구 서호동,교차로 - 교차로안,건조,차대차,기타,교차로운행방법위반,승용,여,49세,상해없음,승용,남,69세,중상,0,1,0,0,5
ACCIDENT_23812,2020-09-24 08,목요일,맑음,대구광역시 수성구 시지동,단일로 - 기타,건조,차대사람,기타,안전운전불이행,승용,여,39세,상해없음,보행자,남,58세,경상,0,0,1,0,3
ACCIDENT_23813,2020-09-24 08,목요일,맑음,대구광역시 서구 내당동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,여,54세,상해없음,승용,남,78세,중상,0,2,0,0,10
ACCIDENT_23814,2020-09-24 08,목요일,맑음,대구광역시 서구 비산동,교차로 - 교차로안,건조,차대차,기타,교차로운행방법위반,승용,남,49세,상해없음,승합,남,44세,경상,0,0,1,0,3
ACCIDENT_23815,2020-09-24 09,목요일,맑음,대구광역시 동구 입석동,단일로 - 기타,건조,차대차,기타,안전운전불이행,자전거,남,83세,중상,자전거,남,38세,상해없음,0,1,0,0,5
ACCIDENT_23816,2020-09-24 10,목요일,맑음,대구광역시 수성구 만촌동,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,승용,여,53세,기타불명,승용,남,46세,경상,0,0,2,0,6
ACCIDENT_23817,2020-09-24 11,목요일,맑음,대구광역시 남구 대명동,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,승용,남,41세,상해없음,승용,남,27세,경상,0,0,3,0,9
ACCIDENT_23818,2020-09-24 11,목요일,맑음,대구광역시 동구 효목동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,69세,상해없음,승용,여,55세,경상,0,0,2,0,6
ACCIDENT_23819,2020-09-24 12,목요일,맑음,대구광역시 동구 신평동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,승용,남,18세,상해없음,화물,남,62세,경상,0,0,1,0,3
ACCIDENT_23820,2020-09-24 12,목요일,맑음,대구광역시 북구 대현동,교차로 - 교차로부근,건조,차대차,측면충돌,신호위반,이륜,남,19세,상해없음,개인형이동수단(PM),남,35세,중상,0,1,0,0,5
ACCIDENT_23821,2020-09-24 13,목요일,맑음,대구광역시 달서구 상인동,단일로 - 기타,건조,차대사람,차도통행중,기타,승용,남,40세,상해없음,보행자,여,56세,경상,0,0,1,0,3
ACCIDENT_23822,2020-09-24 13,목요일,맑음,대구광역시 서구 비산동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,이륜,남,65세,경상,승용,여,58세,상해없음,0,0,1,0,3
ACCIDENT_23823,2020-09-24 13,목요일,맑음,대구광역시 달서구 장기동,단일로 - 기타,건조,차대차,측면충돌,중앙선침범,승용,남,59세,상해없음,이륜,남,37세,경상,0,0,1,0,3
ACCIDENT_23824,2020-09-24 14,목요일,맑음,대구광역시 달서구 장기동,단일로 - 기타,건조,차대차,측면충돌,차로위반,건설기계,남,57세,상해없음,승용,남,49세,중상,0,1,0,0,5
ACCIDENT_23825,2020-09-24 15,목요일,맑음,대구광역시 달서구 진천동,단일로 - 기타,건조,차대차,기타,신호위반,승용,남,50세,상해없음,원동기,남,31세,경상,0,0,1,0,3
ACCIDENT_23826,2020-09-24 15,목요일,맑음,대구광역시 서구 내당동,단일로 - 기타,건조,차대사람,횡단중,안전운전불이행,승용,남,49세,상해없음,보행자,여,57세,경상,0,0,1,0,3
ACCIDENT_23827,2020-09-24 16,목요일,맑음,대구광역시 남구 대명동,교차로 - 교차로안,건조,차대차,측면충돌,직진우회전진행방해,원동기,남,26세,경상,승합,남,60세,경상,0,0,2,0,6
ACCIDENT_23828,2020-09-24 16,목요일,맑음,대구광역시 남구 대명동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,남,61세,상해없음,승합,남,42세,경상,0,0,3,0,9
ACCIDENT_23829,2020-09-24 16,목요일,맑음,대구광역시 수성구 매호동,교차로 - 교차로안,건조,차대차,추돌,신호위반,승용,여,58세,기타불명,승용,여,47세,경상,0,0,1,0,3
ACCIDENT_23830,2020-09-24 16,목요일,맑음,대구광역시 북구 칠성동1가,단일로 - 기타,건조,차대차,기타,안전거리미확보,기타불명,기타불명,미분류,기타불명,승용,여,59세,중상,0,1,0,0,5
ACCIDENT_23831,2020-09-24 17,목요일,맑음,대구광역시 서구 내당동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,남,64세,상해없음,승용,여,57세,경상,0,0,1,0,3
ACCIDENT_23832,2020-09-24 17,목요일,맑음,대구광역시 달서구 신당동,교차로 - 교차로안,건조,차대차,측면충돌,신호위반,승용,남,29세,경상,화물,남,34세,중상,0,1,2,0,11
ACCIDENT_23833,2020-09-24 17,목요일,맑음,대구광역시 남구 대명동,단일로 - 기타,건조,차대사람,기타,기타,승합,남,55세,상해없음,보행자,남,81세,중상,0,1,0,0,5
ACCIDENT_23834,2020-09-24 17,목요일,맑음,대구광역시 북구 읍내동,교차로 - 교차로횡단보도내,건조,차대차,측면충돌,안전운전불이행,승용,여,42세,상해없음,이륜,남,61세,경상,0,0,1,0,3
ACCIDENT_23835,2020-09-24 18,목요일,맑음,대구광역시 서구 상리동,단일로 - 기타,건조,차대차,기타,안전운전불이행,화물,남,40세,상해없음,승용,남,49세,경상,0,0,1,0,3
ACCIDENT_23836,2020-09-24 18,목요일,맑음,대구광역시 동구 신서동,교차로 - 교차로횡단보도내,건조,차대차,측면충돌,안전운전불이행,기타불명,기타불명,미분류,기타불명,자전거,남,22세,경상,0,0,1,0,3
ACCIDENT_23837,2020-09-24 18,목요일,맑음,대구광역시 달성군 유가읍,단일로 - 기타,건조,차대사람,보도통행중,안전운전불이행,이륜,남,41세,상해없음,보행자,남,8세,중상,0,1,0,0,5
ACCIDENT_23838,2020-09-24 18,목요일,맑음,대구광역시 달성군 유가읍,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,승합,여,19세,경상,승용,여,29세,중상,0,1,1,0,8
ACCIDENT_23839,2020-09-24 18,목요일,맑음,대구광역시 달서구 신당동,교차로 - 교차로부근,건조,차대차,추돌,안전거리미확보,화물,남,41세,상해없음,승용,여,64세,중상,0,1,0,0,5
ACCIDENT_23840,2020-09-24 19,목요일,맑음,대구광역시 수성구 황금동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,남,70세,상해없음,승용,여,44세,경상,0,0,1,0,3
ACCIDENT_23841,2020-09-24 20,목요일,맑음,대구광역시 수성구 황금동,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,승용,남,64세,경상,승용,남,56세,중상,0,1,1,0,8
ACCIDENT_23842,2020-09-24 20,목요일,맑음,대구광역시 달성군 구지면,기타 - 기타,건조,차대사람,횡단중,안전운전불이행,승용,남,39세,상해없음,보행자,남,56세,경상,0,0,1,0,3
ACCIDENT_23843,2020-09-24 20,목요일,기타,대구광역시 달성군 유가읍,교차로 - 교차로횡단보도내,건조,차대사람,횡단중,신호위반,이륜,남,16세,상해없음,보행자,여,53세,중상,0,1,0,0,5
ACCIDENT_23844,2020-09-24 21,목요일,맑음,대구광역시 수성구 범어동,단일로 - 기타,건조,차대사람,기타,기타,승합,남,63세,상해없음,보행자,여,39세,경상,0,0,1,0,3
ACCIDENT_23845,2020-09-24 22,목요일,맑음,대구광역시 수성구 상동,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,승용,남,33세,상해없음,승용,남,51세,경상,0,0,2,0,6
ACCIDENT_23846,2020-09-24 22,목요일,맑음,대구광역시 서구 비산동,교차로 - 교차로안,건조,차량단독,전도전복 - 전도,안전운전불이행,이륜,남,44세,중상,,,,,0,1,0,0,5
ACCIDENT_23847,2020-09-24 22,목요일,맑음,대구광역시 달서구 용산동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,화물,남,39세,상해없음,승용,남,51세,중상,0,1,0,0,5
ACCIDENT_23848,2020-09-24 22,목요일,맑음,대구광역시 북구 국우동,단일로 - 기타,건조,차대사람,횡단중,안전운전불이행,승용,여,26세,상해없음,보행자,남,29세,중상,0,1,0,0,5
ACCIDENT_23849,2020-09-24 23,목요일,맑음,대구광역시 수성구 수성동4가,교차로 - 교차로횡단보도내,건조,차대사람,기타,신호위반,기타불명,기타불명,미분류,기타불명,보행자,남,27세,중상,0,1,0,0,5
ACCIDENT_23850,2020-09-24 23,목요일,맑음,대구광역시 수성구 황금동,주차장 - 주차장,건조,차대사람,기타,안전운전불이행,승용,남,47세,상해없음,보행자,여,20세,경상,0,0,1,0,3
ACCIDENT_23851,2020-09-25 00,금요일,맑음,대구광역시 동구 용계동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,남,22세,상해없음,이륜,남,24세,중상,0,1,0,0,5
ACCIDENT_23852,2020-09-25 04,금요일,맑음,대구광역시 달성군 논공읍,기타 - 기타,건조,차대차,기타,안전운전불이행,승용,남,46세,경상,화물,남,45세,경상,0,0,2,0,6
ACCIDENT_23853,2020-09-25 05,금요일,맑음,대구광역시 서구 상리동,단일로 - 기타,건조,차대차,기타,안전운전불이행,화물,남,69세,중상,화물,남,44세,경상,0,1,1,0,8
ACCIDENT_23854,2020-09-25 06,금요일,맑음,대구광역시 북구 동천동,교차로 - 교차로안,건조,차대차,측면충돌,신호위반,승용,남,56세,중상,승용,남,63세,중상,0,2,0,0,10
ACCIDENT_23855,2020-09-25 07,금요일,맑음,대구광역시 서구 평리동,교차로 - 교차로부근,건조,차대차,추돌,안전거리미확보,승용,남,70세,상해없음,승용,여,62세,부상신고,0,0,0,1,1
ACCIDENT_23856,2020-09-25 09,금요일,맑음,대구광역시 수성구 수성동4가,교차로 - 교차로부근,건조,차대차,측면충돌,안전운전불이행,자전거,남,43세,부상신고,화물,남,57세,상해없음,0,0,0,1,1
ACCIDENT_23857,2020-09-25 09,금요일,맑음,대구광역시 달서구 상인동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,여,67세,상해없음,승용,남,32세,경상,0,0,1,0,3
ACCIDENT_23858,2020-09-25 10,금요일,맑음,대구광역시 북구 복현동,단일로 - 기타,건조,차대차,추돌,안전거리미확보,승용,남,71세,상해없음,승용,남,31세,경상,0,0,2,1,7
ACCIDENT_23859,2020-09-25 10,금요일,맑음,대구광역시 북구 고성동3가,교차로 - 교차로부근,건조,차대차,기타,안전운전불이행,승용,여,33세,상해없음,승용,남,64세,상해없음,0,0,1,0,3
ACCIDENT_23860,2020-09-25 10,금요일,맑음,대구광역시 서구 평리동,교차로 - 교차로안,건조,차대차,측면충돌,직진우회전진행방해,승용,남,39세,상해없음,자전거,여,73세,중상,0,1,0,0,5
ACCIDENT_23861,2020-09-25 11,금요일,맑음,대구광역시 서구 원대동1가,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,승용,남,63세,상해없음,이륜,남,80세,경상,0,0,1,0,3
ACCIDENT_23862,2020-09-25 11,금요일,맑음,대구광역시 달서구 성당동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,여,71세,상해없음,승용,남,42세,경상,0,0,1,0,3
ACCIDENT_23863,2020-09-25 11,금요일,맑음,대구광역시 달서구 성당동,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,승용,여,52세,경상,화물,남,63세,경상,0,0,2,0,6
ACCIDENT_23864,2020-09-25 13,금요일,맑음,대구광역시 동구 봉무동,교차로 - 교차로부근,건조,차대차,기타,교차로운행방법위반,승용,남,61세,부상신고,승합,남,31세,상해없음,0,0,0,1,1
ACCIDENT_23865,2020-09-25 13,금요일,맑음,대구광역시 수성구 수성동2가,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,40세,상해없음,승용,여,26세,경상,0,0,1,0,3
ACCIDENT_23866,2020-09-25 13,금요일,맑음,대구광역시 달서구 대곡동,단일로 - 기타,건조,차대차,기타,안전운전불이행,이륜,남,57세,부상신고,승용,남,59세,상해없음,0,0,0,1,1
ACCIDENT_23867,2020-09-25 13,금요일,맑음,대구광역시 서구 내당동,단일로 - 기타,건조,차대차,기타,안전거리미확보,승용,여,39세,상해없음,승용,남,41세,중상,0,2,0,0,10
ACCIDENT_23868,2020-09-25 14,금요일,맑음,대구광역시 남구 대명동,단일로 - 기타,건조,차대차,측면충돌,차로위반,승용,여,76세,경상,승용,여,58세,경상,0,0,2,0,6
